"base_asset_id","alias_text","alias_type","requires_crypto_context","alias_source"
"ALGO","ALGO","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ALGO","Algorand","manual_core_name","False","AF003_APPROVED_ALIAS"
"ALICE","ALICE","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ALPHA","ALPHA","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ALT","ALT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ANKR","ANKR","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ANLOG","ANLOG","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ANON","ANON","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"APE","APE","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"APENFT","APENFT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"API3","API3","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"APT","APT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"APT","Aptos","manual_core_name","False","AF003_APPROVED_ALIAS"
"APU","APU","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"AR","AR","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ARB","ARB","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ARB","Arbitrum","manual_core_name","False","AF003_APPROVED_ALIAS"
"ARC","ARC","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ARKM","ARKM","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ARPA","ARPA","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ASRR","ASRR","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ASTR","ASTR","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ATH","ATH","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ATLAS","ATLAS","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ATOM","ATOM","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"ATOM","Cosmos","manual_core_name","True","AF003_APPROVED_ALIAS"
"AUCTION","AUCTION","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"AUDIO","AUDIO","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"AVAAI","AVAAI","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"AVAX","Avalanche","manual_core_name","True","AF003_APPROVED_ALIAS"
"AVAX","AVAX","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"AXS","AXS","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"B3","B3","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BABY","BABY","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BADGER","BADGER","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BAL","BAL","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BANANAS31","BANANAS31","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BAND","BAND","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BAT","BAT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BCH","BCH","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BCH","Bitcoin Cash","manual_core_name","False","AF003_APPROVED_ALIAS"
"BDXN","BDXN","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BEAM","BEAM","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BERA","BERA","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BICO","BICO","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BIGTIME","BIGTIME","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BIO","BIO","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BIT","BIT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BLUR","BLUR","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BLZ","BLZ","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BMT","BMT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BNB","Binance Coin","manual_core_name","False","AF003_APPROVED_ALIAS"
"BNB","BNB","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BNC","BNC","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BNT","BNT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BOBA","BOBA","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BODEN","BODEN","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BOND","BOND","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BONK","Bonk","manual_core_name","True","AF001_KRAKEN_SYMBOL|AF003_APPROVED_ALIAS"
"BRICK","BRICK","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BSX","BSX","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"BTT","BTT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"C98","C98","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CAKE","CAKE","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CAT","CAT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CELO","CELO","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CELR","CELR","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CFG","CFG","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CHEEMS","CHEEMS","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CHEX","CHEX","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CHR","CHR","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CHZ","CHZ","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CLANKER","CLANKER","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CLOUD","CLOUD","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CLV","CLV","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CMETH","CMETH","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"COMP","COMP","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"COOKIE","COOKIE","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CORN","CORN","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"COTI","COTI","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"COW","COW","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CPOOL","CPOOL","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CQT","CQT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CRO","CRO","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CRO","Cronos","manual_core_name","False","AF003_APPROVED_ALIAS"
"CRV","CRV","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CSM","CSM","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CTSI","CTSI","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CVC","CVC","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CVX","CVX","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CXT","CXT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"CYBER","CYBER","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DAI","Dai","manual_core_name","True","AF001_KRAKEN_SYMBOL|AF003_APPROVED_ALIAS"
"DASH","DASH","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DBR","DBR","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DEEP","DEEP","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DEGEN","DEGEN","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DENT","DENT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DMC","DMC","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DOG","DOG","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DOGS","DOGS","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DOLO","DOLO","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DOT","DOT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DOT","Polkadot","manual_core_name","False","AF003_APPROVED_ALIAS"
"DRIFT","DRIFT","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DRV","DRV","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DUCK","DUCK","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
"DYDX","DYDX","kraken_base_symbol","True","AF001_KRAKEN_SYMBOL"
